0.000000000000000000e+00	0.000000000000000000e+00	3.180000066757202148e+00	5.199999809265136719e+00
1.000000000000000000e+00	0.000000000000000000e+00	4.110000133514404297e+00	5.159999847412109375e+00
2.000000000000000000e+00	0.000000000000000000e+00	5.030000209808349609e+00	5.090000152587890625e+00
3.000000000000000000e+00	0.000000000000000000e+00	6.019999980926513672e+00	5.039999961853027344e+00
4.000000000000000000e+00	0.000000000000000000e+00	7.010000228881835938e+00	5.030000209808349609e+00
5.000000000000000000e+00	0.000000000000000000e+00	8.050000190734863281e+00	4.960000038146972656e+00
6.000000000000000000e+00	0.000000000000000000e+00	8.939999580383300781e+00	4.889999866485595703e+00
7.000000000000000000e+00	0.000000000000000000e+00	9.880000114440917969e+00	4.840000152587890625e+00
8.000000000000000000e+00	0.000000000000000000e+00	1.036972427368164062e+01	4.846404552459716797e+00
9.000000000000000000e+00	0.000000000000000000e+00	1.049748325347900391e+01	4.933964252471923828e+00
1.000000000000000000e+01	0.000000000000000000e+00	1.055903625488281250e+01	4.958149433135986328e+00
1.100000000000000000e+01	0.000000000000000000e+00	1.061833763122558594e+01	4.942476749420166016e+00
1.200000000000000000e+01	0.000000000000000000e+00	1.066870212554931641e+01	4.920834541320800781e+00
1.300000000000000000e+01	0.000000000000000000e+00	1.071121692657470703e+01	4.901867389678955078e+00
1.400000000000000000e+01	0.000000000000000000e+00	1.074813842773437500e+01	4.886671543121337891e+00
1.500000000000000000e+01	0.000000000000000000e+00	1.077960395812988281e+01	4.875397205352783203e+00
1.600000000000000000e+01	0.000000000000000000e+00	1.080488967895507812e+01	4.867569446563720703e+00
1.700000000000000000e+01	0.000000000000000000e+00	1.082292652130126953e+01	4.862267017364501953e+00
1.800000000000000000e+01	0.000000000000000000e+00	1.083253574371337891e+01	4.858333110809326172e+00
1.900000000000000000e+01	0.000000000000000000e+00	1.083267116546630859e+01	4.854518413543701172e+00
0.000000000000000000e+00	1.000000000000000000e+00	3.049999952316284180e+00	4.409999847412109375e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.890000104904174805e+00	4.269999980926513672e+00
2.000000000000000000e+00	1.000000000000000000e+00	4.699999809265136719e+00	4.110000133514404297e+00
3.000000000000000000e+00	1.000000000000000000e+00	5.539999961853027344e+00	4.150000095367431641e+00
4.000000000000000000e+00	1.000000000000000000e+00	6.360000133514404297e+00	4.199999809265136719e+00
5.000000000000000000e+00	1.000000000000000000e+00	7.170000076293945312e+00	4.250000000000000000e+00
6.000000000000000000e+00	1.000000000000000000e+00	8.090000152587890625e+00	4.239999771118164062e+00
7.000000000000000000e+00	1.000000000000000000e+00	8.970000267028808594e+00	4.099999904632568359e+00
8.000000000000000000e+00	1.000000000000000000e+00	9.430965423583984375e+00	3.988473176956176758e+00
9.000000000000000000e+00	1.000000000000000000e+00	9.539790153503417969e+00	3.998755455017089844e+00
1.000000000000000000e+01	1.000000000000000000e+00	9.595391273498535156e+00	3.975027799606323242e+00
1.100000000000000000e+01	1.000000000000000000e+00	9.659322738647460938e+00	3.930786371231079102e+00
1.200000000000000000e+01	1.000000000000000000e+00	9.716236114501953125e+00	3.892366886138916016e+00
1.300000000000000000e+01	1.000000000000000000e+00	9.765590667724609375e+00	3.863325834274291992e+00
1.400000000000000000e+01	1.000000000000000000e+00	9.808306694030761719e+00	3.841720104217529297e+00
1.500000000000000000e+01	1.000000000000000000e+00	9.843800544738769531e+00	3.826241254806518555e+00
1.600000000000000000e+01	1.000000000000000000e+00	9.871036529541015625e+00	3.815440416336059570e+00
1.700000000000000000e+01	1.000000000000000000e+00	9.888892173767089844e+00	3.807726144790649414e+00
1.800000000000000000e+01	1.000000000000000000e+00	9.896302223205566406e+00	3.801480293273925781e+00
1.900000000000000000e+01	1.000000000000000000e+00	9.892524719238281250e+00	3.795171499252319336e+00
2.000000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.100000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.200000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.300000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.400000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.500000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.600000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.700000000000000000e+01	2.000000000000000000e+00	7.050000190734863281e+00	8.439999580383300781e+00
2.800000000000000000e+01	2.000000000000000000e+00	7.048740386962890625e+00	8.409888267517089844e+00
2.900000000000000000e+01	2.000000000000000000e+00	7.051011562347412109e+00	8.395380020141601562e+00
3.000000000000000000e+01	2.000000000000000000e+00	7.063207626342773438e+00	8.384135246276855469e+00
3.100000000000000000e+01	2.000000000000000000e+00	7.074771404266357422e+00	8.375010490417480469e+00
3.200000000000000000e+01	2.000000000000000000e+00	7.084350585937500000e+00	8.368461608886718750e+00
3.300000000000000000e+01	2.000000000000000000e+00	7.090883731842041016e+00	8.363779067993164062e+00
3.400000000000000000e+01	2.000000000000000000e+00	7.093325614929199219e+00	8.360335350036621094e+00
3.500000000000000000e+01	2.000000000000000000e+00	7.090622425079345703e+00	8.357373237609863281e+00
3.600000000000000000e+01	2.000000000000000000e+00	7.081878185272216797e+00	8.354103088378906250e+00
3.700000000000000000e+01	2.000000000000000000e+00	7.066450119018554688e+00	8.349780082702636719e+00
3.800000000000000000e+01	2.000000000000000000e+00	7.044037342071533203e+00	8.343778610229492188e+00
3.900000000000000000e+01	2.000000000000000000e+00	7.014728069305419922e+00	8.335653305053710938e+00
0.000000000000000000e+00	3.000000000000000000e+00	8.090000152587890625e+00	8.840000152587890625e+00
1.000000000000000000e+00	3.000000000000000000e+00	8.090000152587890625e+00	8.840000152587890625e+00
2.000000000000000000e+00	3.000000000000000000e+00	8.090000152587890625e+00	8.840000152587890625e+00
3.000000000000000000e+00	3.000000000000000000e+00	8.090000152587890625e+00	8.840000152587890625e+00
4.000000000000000000e+00	3.000000000000000000e+00	8.090000152587890625e+00	8.840000152587890625e+00
